Solidity;Eccentricity;EquivDiameter;Extrema;FilledArea;Extent;Orientation;EulerNumber;microorganism
0,37086763;0,941270035;0,115580502;0,217636023;0,011012405;0,266643449;0,218876211;0,982208795;One
0,401233149;0,957225009;0,098532178;0,343339587;0,007903385;0,382082823;0,538570981;0,991607922;One
0,496584308;0,737269057;0,097666465;0,627892433;0,010520107;0,399119792;0,228665605;0,982208795;One
0,53527604;0,765398263;0,310478381;0,685428393;0,071884438;0,432156174;0,453520851;0,876804297;One
0,776381688;0,663183653;0,101098599;0,659161976;0,009788312;0,770279106;0,463831105;0,979859013;One
0,353082929;0,821118316;0,652166332;0,167604753;0,326123305;0,299739979;0,270283203;0,771735482;One
0,27393815;0,963526245;0,115210694;0,022514071;0,010285045;0,175248307;0,155154626;0,988586774;One
0,558093068;0,847571271;0,10201756;0,156973108;0,010120946;0,528197762;0,047103068;0,986236992;One
0,558413307;0,827003548;0,185626055;0,185741088;0,026765954;0,390278011;0,248159719;0,968110104;One
0,329408118;0,814486725;0,383571631;0,420262664;0,097328727;0,27665812;0,67428553;0,919436052;One
0,402182429;0,785513275;0,210750178;0,472795497;0,031680068;0,351783183;0,569050518;0,970795569;One
0,539965254;0,775749419;0,096224682;0,477798624;0,008870242;0,471147224;0,887196634;0,991272239;One
0,582213927;0,583996085;0,128343559;0,649781113;0,012986034;0,513837387;0,770611875;0,980530379;One
0,577513276;0,8724948;0,098231417;0,948717949;0,008706142;0,505912866;0,098476636;0,981873112;One
0,41901785;0,850899303;0,244893636;0,132582864;0,040128973;0,336716066;0,906660665;0,961396442;One
0,360745791;0,897785391;0,187169067;0,429643527;0,025258013;0,261064707;0,723113844;0,979187647;One
0,741315519;0,77726661;0,119790871;0,384615385;0,014321005;0,692793227;0,9377073;0,991272239;One
0,332164461;0,95754313;0,143158699;0,513445904;0,014924182;0,212886023;0,623465689;0,985229943;One
0,333651285;0,780753701;0,112255448;0,636022514;0,013722264;0,294522126;0,693265467;0,988922457;One
0,470805069;0,875443534;0,105745189;0,659161976;0,010910397;0,38957127;0,485274407;0,987579725;One
0,394874117;0,890713324;0,134943929;0,732958099;0,013881928;0,308566723;0,614559252;0,981873112;One
0,60568287;0,809372324;0,104741091;0,702939337;0,009881449;0,540693544;0,661686831;0,985229943;One
0,713992271;0,666156858;0,113689039;0,868667917;0,010950313;0,675981814;0,15275811;0,985901309;One
0,517136789;0,617117338;0,162469756;0,080050031;0,019204073;0,442200918;0,056047944;0,979859013;One
0,358321124;0,882295363;0,557801222;0,348968105;0,217937403;0,269305006;0,715622364;0,840214837;One
0,280354367;0,954508748;0,112598047;0,371482176;0,010027808;0,265590857;0,046936504;0,980194696;One
0,532107962;0,675125413;0,202380054;0,450281426;0,04478585;0,526092576;0,814203172;0,973816717;One
0,559248216;0,877499082;0,07884868;0,54659162;0,007034102;0,506183533;0,566081334;0,992279288;One
0,635121982;0,419809128;0,097817431;0,573483427;0,012866286;0,642960469;0,716670213;0,989929507;One
0,535802147;0,814866022;0,12759458;0,634771732;0,014924182;0,471914113;0,725075288;0,985565626;One
0,612030464;0,627615319;0,256151422;0,905565979;0,053092832;0,57655689;0,476630906;0,944276603;One
0,497179038;0,86039398;0,19487184;0,871169481;0,030766433;0,370323856;0,347783362;0,958710977;One
0,500781726;0,557445247;0,106494168;0,019387117;0,010795084;0,467237593;0,435396573;0,982544478;One
0,37458469;0,900513887;0,136913215;0,220762977;0,014272219;0,30014598;0,324728456;0,983215844;One
0,564154735;0,755976997;0,133830409;0,515947467;0,022880788;0,576541853;0,041535152;0,98925814;One
0,502257113;0,806435825;0,086392002;0,788617886;0,008728318;0,422382096;0,213023632;0,97952333;One
0,523918993;0,757604307;0,062505157;0,786741714;0,005064908;0,481026561;0,141872959;0,988586774;One
0,494594251;0,655817937;0,120346461;0,828642902;0,013824272;0,491357009;0,920439796;0,970124203;One
0,427092447;0,701639545;0,103476312;0,856785491;0,010879351;0,375556746;0,296785259;0,982208795;One
0,794783993;0,672396917;0,123225053;0,871169481;0,01303482;0,732370722;0,162714625;0,980194696;One
0,521277022;0,747877156;0,083242783;0,888055034;0,007464308;0,476680856;0,898442209;0,983551527;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,426451969;0,826489661;0,072936141;0,055659787;0,006985315;0,365496965;0,090946718;0,993957704;One
0,482573852;0,853505445;0,093646851;0,126954346;0,008009828;0,391661419;0,700708482;0,989593823;One
0,676570057;0,596194788;0,085776436;0,333958724;0,007003056;0,700131303;0,006487082;0,987244042;One
0,612019027;0,558350667;0,07388904;0,393370857;0,007965477;0,625803204;0,861711787;0,97952333;One
0,79756321;0,681671357;0,098719423;0,425891182;0,009105303;0,759903546;0,486408602;0,980194696;One
0,436711054;0,835091154;0,338320475;0,622263915;0,082533164;0,339212215;0,26477935;0,908694193;One
0,503492321;0,409984094;0,085694224;0,671669794;0,008045309;0,458200331;0,220456062;0,991943605;One
0,650081718;0,659610914;0,06335039;0,704190119;0,004395205;0,577594446;0,104887956;0,994964753;One
0,724754588;0,623871283;0,182080697;0,801751094;0,027657414;0,634990836;0,851527988;0,941591138;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,459836884;0,986320812;0,036371376;0,38836773;0,002075637;0,495041084;0,010601045;0,99026519;One
0,427183944;0,850201884;0,037024977;0,44590369;0,002049026;0,335633399;0,271697047;0,996643169;One
0,338935228;0,82854521;0,029170653;0,450281426;0,001547857;0,256959594;0,188718661;0,995300436;One
0,489767792;0,9106081;0,027058008;0,459036898;0,001334971;0,354429702;0,827288194;0,997650218;One
0,724445786;0,734075615;0,03650274;0,480925578;0,001929278;0,707198713;0,940568412;0,997314535;One
0,59892354;0,15021412;0,039778934;0,536585366;0,002479233;0,501837827;0,028967649;0,990600873;One
0,570570952;0,846359966;0,041649332;0,542839275;0,002594546;0,504108421;0,073412935;0,992279288;One
0,695487032;0,684815857;0,10549475;0,868667917;0,010307221;0,657125363;0,0980956;0,988586774;One
1;0,5756393;0,05425879;0,896185116;0,003446089;1;0,170800499;0,994964753;One
0,479783198;0,401933195;0,213843224;0,350844278;0,051092592;0,428186394;0,400071082;0,97952333;One
0,53733472;0,623528692;0,232325724;0,365853659;0,047717465;0,540603322;0,084344323;0,973481034;One
0,299488647;0,778049676;0,144901536;0,382113821;0,018694034;0,283590196;0,46086415;0,980530379;One
0,313544851;0,58968555;0,194081024;0,468417761;0,029094393;0,246854702;0,748302886;0,972138301;One
0,443356013;0,793747706;0,201393509;0,490931832;0,027262688;0,371857634;0,902000773;0,976502182;One
0,551688289;0,751804723;0,329500964;0,684803002;0,088032713;0,491071305;0,443607787;0,947969117;One
0,727064884;0,610057506;0,157912984;0,686053784;0,023439614;0,664117587;0,932298148;0,990936556;One
0,558184565;0,698152453;0,183600011;0,83427142;0,028881507;0,537791395;0,199902401;0,968110104;One
0,607958854;0,823797871;0,171422971;0,956222639;0,026384534;0,552422437;0,991091891;0,956025512;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
0,476031827;0,985219626;0,035115375;0,363977486;0,002088942;0,510108201;0,007803439;0,988922457;One
0,356273882;0,672519271;0,017327143;0,4246404;0,000851543;0,316551393;0,068260593;0,995971803;One
0,619807696;0,935910926;0,015426025;0,426516573;0,000700749;0,519506352;0,055490316;0,997650218;One
0,464228733;0,858668787;0,026835947;0,430268918;0,001348277;0,423043726;0,902053138;0,997985901;One
0,638873353;0,728398385;0,032268087;0,455284553;0,001649865;0,628539945;0,939008059;0,996978852;One
0,475986079;0,91511073;0,067672814;0,516572858;0,004852022;0,447087956;0,91930003;0,986572675;One
0,691987277;0,6825156;0,105923949;0,868667917;0,010245129;0,65261425;0,101203494;0,991607922;One
0,927351498;0,526232717;0,053391321;0,868042527;0,003588013;0,8599901;0,158166147;0,992950655;One
0,940641416;0,422390799;0,019421063;0,340212633;0,000913635;0,99639111;0,771771138;0,999328634;One
